"gene_id","D1","D3","Z3","MP2","Z1","Z2","MS1","MP1","D7","D9","ZH2","D4","D5","D6"
"ENSMUSG00000000811",197,274,155,105,351,135,281,132,296,236,247,201,270,257
"ENSMUSG00000000817",12,0,8,0,0,9,6,6,3,11,9,4,6,9
"ENSMUSG00000000823",483,573,226,153,457,292,470,281,477,520,567,347,489,421
"ENSMUSG00000000826",2958,2767,1220,939,2881,2019,3646,2287,2862,2967,3316,2331,2944,2470
"ENSMUSG00000000827",1299,1189,643,558,1129,898,910,991,1045,1116,969,1110,1096,952
"ENSMUSG00000000838",1364,1151,580,339,1761,1397,2114,929,1551,1496,1650,1442,1324,1386
"ENSMUSG00000000861",310,238,137,97,264,253,359,209,186,213,276,223,328,218
"ENSMUSG00000000869",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000000876",1003,1047,451,409,697,510,685,563,712,755,908,499,634,619
"ENSMUSG00000000881",1846,1915,952,789,1535,920,1347,1213,1431,1745,1617,1240,1308,1267
"ENSMUSG00000000884",106,73,36,65,69,57,68,102,50,74,73,60,62,92
"ENSMUSG00000000889",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000000901",22,7,0,6,7,8,4,4,5,2,23,4,6,4
"ENSMUSG00000000902",2265,1763,1177,1214,1594,1364,1627,1688,1739,1719,1799,1150,1474,1419
"ENSMUSG00000000903",3,1,0,0,0,0,2,7,1,0,0,1,2,1
"ENSMUSG00000000915",3397,2702,1569,1257,2469,2009,2608,2583,3112,3375,3349,3014,2996,2711
"ENSMUSG00000000916",386,208,200,135,243,142,206,277,255,219,259,180,226,239
"ENSMUSG00000000934",242,240,196,140,188,197,231,161,228,216,233,156,254,211
"ENSMUSG00000000938",1120,1240,895,498,1476,755,954,731,1393,1574,1567,1355,1246,1031
"ENSMUSG00000000942",44,43,19,22,24,48,32,22,14,15,26,25,22,34
"ENSMUSG00000000948",467,347,231,140,299,263,363,409,366,324,470,327,313,299
"ENSMUSG00000000957",906,1335,941,1978,1364,1344,1141,3541,1601,1266,815,898,1069,1145
"ENSMUSG00000000958",557,827,188,328,774,683,756,854,1115,857,563,668,625,797
"ENSMUSG00000000959",2457,2231,1224,1101,2001,1044,2163,1537,1728,1818,1823,1738,1643,1529
"ENSMUSG00000000976",687,532,441,329,604,389,672,488,579,643,608,433,572,491
"ENSMUSG00000000982",0,0,0,5,2,0,2,0,1,5,7,1,4,0
"ENSMUSG00000000983",751,797,461,544,880,313,723,950,784,1170,785,1480,858,813
"ENSMUSG00000001014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001016",1584,1080,631,492,1199,764,1074,940,1047,956,1141,973,1002,930
"ENSMUSG00000001017",3727,2879,1375,1211,2784,1849,2474,2497,2797,2839,2871,2384,2384,2696
"ENSMUSG00000001018",705,635,247,221,649,235,689,427,636,576,599,482,555,520
"ENSMUSG00000001020",18,11,0,19,14,0,5,20,7,16,9,12,5,14
"ENSMUSG00000001021",0,3,0,0,2,0,2,4,0,4,1,0,0,0
"ENSMUSG00000001023",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000001025",28280,28096,12037,7220,21610,14132,10904,25277,16681,21464,19243,17545,16532,17144
"ENSMUSG00000001027",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000001029",1,2,10,2,0,0,2,2,4,7,2,0,0,4
"ENSMUSG00000001034",550,462,235,221,425,224,347,465,380,408,463,260,402,328
"ENSMUSG00000001036",376,285,174,121,323,216,404,297,301,341,342,336,307,303
"ENSMUSG00000001039",134,94,57,44,133,78,71,58,112,96,106,89,87,99
"ENSMUSG00000001052",1205,1071,631,347,1334,847,1441,939,1145,1143,1232,1034,1084,1006
"ENSMUSG00000001053",358,341,251,189,345,254,292,327,232,292,297,240,374,290
"ENSMUSG00000001054",736,630,371,279,629,401,643,471,599,597,591,672,583,573
"ENSMUSG00000001056",1845,1347,987,900,1277,860,910,1138,1502,1292,1545,1574,1115,1435
"ENSMUSG00000001062",715,786,341,367,537,368,474,614,510,556,594,331,466,440
"ENSMUSG00000001065",691,474,290,308,391,229,405,570,464,546,472,345,326,382
"ENSMUSG00000001076",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001082",962,919,429,413,795,364,690,676,656,663,789,518,636,650
"ENSMUSG00000001089",2485,2375,1384,609,2369,1789,2827,1404,2612,2564,2983,2186,2151,1925
"ENSMUSG00000001095",5917,6908,3220,3391,3031,1327,2905,3152,4208,4268,3991,1783,2095,1872
"ENSMUSG00000001098",1307,1140,418,186,1609,914,1482,597,1680,1392,1524,1158,1388,1263
"ENSMUSG00000001100",1766,1532,620,493,1339,898,1243,745,1088,1168,1292,1048,1110,1160
"ENSMUSG00000001103",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000001105",1292,1083,712,558,921,843,698,732,976,1126,1033,1196,910,1001
"ENSMUSG00000001119",4,3,0,3,54,7,33,98,2,1,8,21,13,11
"ENSMUSG00000001120",0,0,0,1,2,0,0,0,0,2,0,2,2,0
"ENSMUSG00000001123",5185,3282,1577,1454,2803,3001,6278,4042,5256,3910,5294,5697,5049,5031
"ENSMUSG00000001127",2954,2375,1662,1578,2031,1277,2164,2604,2113,2009,2195,1380,1765,1654
"ENSMUSG00000001128",147,97,57,79,87,85,67,145,44,94,77,41,71,59
"ENSMUSG00000001131",3,2,0,0,15,0,2,22,1,1,6,2,6,3
"ENSMUSG00000001134",369,226,138,192,222,215,222,252,216,241,264,367,178,244
"ENSMUSG00000001138",688,693,348,274,547,288,635,498,587,521,548,287,473,417
"ENSMUSG00000001143",690,454,263,242,451,268,414,518,370,512,495,326,357,315
"ENSMUSG00000001150",907,807,582,424,903,505,1003,598,939,781,915,683,786,693
"ENSMUSG00000001151",1000,840,473,367,903,741,1124,578,975,826,1059,753,923,756
"ENSMUSG00000001155",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001156",9909,11407,5462,2093,7973,3590,6539,5371,7040,8301,11408,3099,4649,3097
"ENSMUSG00000001157",1118,814,464,313,1067,952,1020,768,875,874,956,740,754,790
"ENSMUSG00000001158",764,509,320,239,525,296,399,461,512,492,527,436,385,400
"ENSMUSG00000001166",140,117,84,169,82,96,131,80,115,107,154,86,104,96
"ENSMUSG00000001168",14,21,13,6,18,32,30,12,26,17,33,15,21,17
"ENSMUSG00000001173",506,420,298,184,593,341,732,325,512,536,635,420,509,450
"ENSMUSG00000001175",27803,24871,12200,8655,21716,16673,23490,17586,25095,26206,27387,28160,22561,21984
"ENSMUSG00000001211",1818,1498,786,658,1427,1215,1384,1012,1237,1347,1621,1061,1371,1176
"ENSMUSG00000001225",7592,9316,5125,2669,6670,5800,11150,6903,6855,10047,10852,9536,7564,6433
"ENSMUSG00000001227",209,297,80,77,190,76,222,148,296,335,206,304,310,272
"ENSMUSG00000001228",1662,1030,621,580,1209,996,1828,935,1485,1081,1964,1106,1497,1600
"ENSMUSG00000001229",1755,1234,655,549,1199,637,1573,1047,1653,1446,1598,1019,1264,1161
"ENSMUSG00000001240",10,8,0,6,3,0,10,24,3,1,3,2,3,0
"ENSMUSG00000001247",2006,2186,762,493,2714,967,2470,1731,1540,1609,2139,1342,1669,1496
"ENSMUSG00000001248",516,406,368,498,336,200,157,462,138,206,248,171,134,173
"ENSMUSG00000001249",316,350,229,154,350,147,282,181,206,172,191,111,182,186
"ENSMUSG00000001260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001270",675,261,233,142,313,429,491,781,233,163,216,250,284,472
"ENSMUSG00000001280",1903,1840,844,505,2315,1823,3106,1113,2182,1831,2258,2073,2093,1998
"ENSMUSG00000001281",112,51,63,48,59,42,57,122,43,73,116,43,83,72
"ENSMUSG00000001285",995,900,515,504,675,409,653,755,600,716,629,591,546,556
"ENSMUSG00000001288",579,377,177,125,315,223,216,355,329,372,295,211,288,303
"ENSMUSG00000001289",3287,2581,2325,2445,2209,1734,1379,2704,1749,2351,1842,2186,1604,1592
"ENSMUSG00000001300",2050,1809,829,535,1910,1430,2453,1954,2155,2147,2425,1565,1853,1551
"ENSMUSG00000001305",484,265,289,101,326,245,357,293,301,264,246,351,262,319
"ENSMUSG00000001313",69,54,28,47,59,55,100,68,37,61,60,50,60,60
"ENSMUSG00000001323",392,327,137,110,274,255,371,168,299,287,300,237,244,241
"ENSMUSG00000001333",25,28,22,4,42,30,25,6,6,14,44,14,44,26
"ENSMUSG00000001334",110,68,90,130,55,56,16,46,49,41,40,18,33,27
"ENSMUSG00000001348",6639,6389,3046,2925,5461,2972,4660,4775,5002,4919,5023,4006,3850,4125
"ENSMUSG00000001349",4,2,0,3,0,0,0,24,1,4,0,0,0,10
"ENSMUSG00000001366",1245,1038,462,455,1155,743,1293,875,1046,1014,1076,884,879,920
"ENSMUSG00000001376",653,655,316,238,648,752,928,508,686,614,727,773,698,679
"ENSMUSG00000001379",616,453,318,316,331,265,382,589,471,515,535,397,395,353
"ENSMUSG00000001380",1201,964,537,309,999,838,1097,741,1101,1036,1156,1217,1020,1164
"ENSMUSG00000001383",1676,1438,726,512,1349,1047,1060,1230,1297,1268,1390,1154,1140,1117
"ENSMUSG00000001403",2353,2042,920,1121,2005,1378,1850,1303,1177,1312,1589,708,1006,985
"ENSMUSG00000001415",2164,1842,1158,1050,1830,1309,1771,1614,1938,2072,2204,1763,1964,1833
"ENSMUSG00000001416",4933,3558,1929,1381,3608,2641,4314,3329,4106,3814,4012,3713,3698,3825
"ENSMUSG00000001417",269,216,163,90,169,36,154,191,218,215,253,97,97,105
"ENSMUSG00000001418",3003,3110,1654,1537,2636,1379,2167,2569,2119,2545,2489,1514,2024,1710
"ENSMUSG00000001419",2313,2157,842,569,2002,1172,2545,1710,2230,2184,2379,1424,2035,1650
"ENSMUSG00000001420",1323,1346,476,422,1017,445,926,925,1042,1159,1217,897,925,982
"ENSMUSG00000001424",3601,3329,1339,916,3792,2215,4793,2062,4448,3959,5406,3414,4095,3619
"ENSMUSG00000001435",77,57,55,21,53,3,43,47,58,49,47,34,27,19
"ENSMUSG00000001436",421,319,174,147,258,216,469,192,386,271,428,244,321,315
"ENSMUSG00000001440",5831,4606,2487,1609,5796,4896,7094,3521,5404,5100,6616,4483,5362,5119
"ENSMUSG00000001441",3008,2799,1101,709,2680,1948,2721,1954,2624,2802,2896,2135,2495,2157
"ENSMUSG00000001444",16,2,0,2,0,15,9,2,3,11,12,2,3,5
"ENSMUSG00000001445",1704,1358,760,674,1276,727,1380,1072,1232,1197,1233,828,1025,1054
"ENSMUSG00000001467",3945,4052,1867,1635,4980,4840,7240,4804,6026,6473,5480,6020,5209,6054
"ENSMUSG00000001472",5768,4670,3039,2725,4529,2893,5007,3931,4612,4713,4926,3896,4377,4016
"ENSMUSG00000001473",117,61,76,39,50,51,62,59,133,61,50,56,43,50
"ENSMUSG00000001482",424,287,205,131,332,239,364,211,358,300,426,243,299,298
"ENSMUSG00000001493",5,18,8,5,17,0,14,6,9,5,12,4,13,14
"ENSMUSG00000001494",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001496",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001497",0,2,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000001504",1,0,0,4,0,0,0,6,0,0,0,2,2,1
"ENSMUSG00000001506",2,2,0,12,29,0,18,42,3,4,4,19,15,26
"ENSMUSG00000001507",5179,4221,2413,1666,3867,2494,5071,4783,4703,5291,5344,3678,4507,4045
"ENSMUSG00000001508",2,3,0,0,1,6,0,0,6,0,2,1,0,0
"ENSMUSG00000001510",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000001517",1059,664,369,547,822,625,1074,404,731,674,768,510,539,558
"ENSMUSG00000001518",406,353,248,192,439,187,389,310,416,402,346,303,305,299
"ENSMUSG00000001520",11,19,4,9,20,9,30,7,16,23,24,20,24,12
"ENSMUSG00000001521",33,29,28,31,18,27,56,24,61,30,32,38,29,36
"ENSMUSG00000001524",576,442,279,197,339,178,371,427,412,381,441,324,343,421
"ENSMUSG00000001525",9393,7024,3731,4044,7651,4996,9363,4519,6197,5414,8368,6426,6133,6676
"ENSMUSG00000001542",810,708,360,250,768,684,926,637,739,851,931,681,908,630
"ENSMUSG00000001552",8269,9000,3599,2716,7562,4098,8545,6901,7826,7443,8726,5483,7557,6144
"ENSMUSG00000001555",1,6,0,2,3,0,4,4,1,0,2,2,1,1
"ENSMUSG00000001558",235,190,67,69,207,173,161,247,140,192,145,190,146,186
"ENSMUSG00000001566",73,70,36,23,81,28,10,17,31,26,30,17,28,14
"ENSMUSG00000001569",831,683,378,223,859,682,851,574,708,597,816,690,754,744
"ENSMUSG00000001576",3275,2217,1067,692,2698,1950,2837,1813,2119,2136,2557,1769,2073,1999
"ENSMUSG00000001583",929,901,348,294,713,466,856,481,839,856,901,558,821,623
"ENSMUSG00000001588",124,42,32,60,43,16,24,132,32,81,87,36,56,63
"ENSMUSG00000001604",2033,1401,833,914,1298,1121,1010,885,1048,1323,1572,465,948,853
"ENSMUSG00000001622",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001627",771,546,419,191,653,588,998,687,651,668,555,579,535,532
"ENSMUSG00000001630",2035,1845,862,732,1899,1426,2946,1732,2170,1944,2239,1705,1726,1326
"ENSMUSG00000001632",1181,990,455,448,937,615,1148,1024,1004,1201,1150,1026,1138,918
"ENSMUSG00000001642",1509,1786,594,643,1657,968,1688,1314,1527,1519,1497,1778,1567,1548
"ENSMUSG00000001655",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001656",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001657",1,0,0,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000001661",1,3,0,0,3,8,3,0,0,0,0,0,1,0
"ENSMUSG00000001663",626,592,232,362,401,157,336,402,341,468,399,352,295,341
"ENSMUSG00000001665",1656,1380,755,665,1130,765,1101,1129,941,1144,1236,825,832,883
"ENSMUSG00000001666",294,298,163,169,269,187,190,314,299,298,304,300,189,200
"ENSMUSG00000001670",877,952,324,350,525,450,1151,823,1038,1020,704,866,863,670
"ENSMUSG00000001672",2673,2318,1061,809,1986,1184,1557,1619,2082,2080,2120,1688,1787,1722
"ENSMUSG00000001674",729,571,262,220,773,490,889,568,789,542,691,741,712,750
"ENSMUSG00000001687",2582,2412,1167,669,2225,1639,2226,1628,1807,1961,2219,1519,1748,1598
"ENSMUSG00000001700",1655,1297,736,550,1245,1344,2672,1855,1785,1022,1603,1360,1817,1483
"ENSMUSG00000001707",470,332,146,129,333,291,325,369,320,365,301,419,344,423
"ENSMUSG00000001729",6104,4733,2811,2160,5736,3284,5247,4032,5179,5652,5731,3624,5203,4407
"ENSMUSG00000001739",6053,3052,2417,2220,3206,3819,3031,3190,4425,3531,3772,3149,3362,3276
"ENSMUSG00000001741",34,29,19,7,6,0,8,23,8,12,28,20,24,17
"ENSMUSG00000001750",2960,1922,2000,2666,1362,1209,1555,3630,1658,2322,2052,1442,1409,1420
"ENSMUSG00000001751",1065,920,467,377,1005,481,979,801,745,679,820,581,679,639
"ENSMUSG00000001755",1002,948,445,347,824,744,871,874,924,813,980,886,833,921
"ENSMUSG00000001761",877,685,579,332,884,724,948,524,569,580,883,625,807,708
"ENSMUSG00000001763",708,678,464,392,757,246,422,297,249,344,428,200,279,251
"ENSMUSG00000001767",719,659,330,224,723,793,806,575,787,612,715,783,695,692
"ENSMUSG00000001768",1885,1735,840,533,1945,1619,1826,1205,1261,1404,1561,1297,1464,1432
"ENSMUSG00000001773",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001774",1596,852,531,409,982,1245,763,1470,801,946,821,960,829,806
"ENSMUSG00000001783",4067,3753,2103,1682,3441,2828,3404,3361,3553,3460,3562,3308,3059,3157
"ENSMUSG00000001785",664,506,248,190,633,476,799,509,630,524,617,701,613,628
"ENSMUSG00000001786",585,488,341,308,497,365,552,465,452,439,437,331,430,397
"ENSMUSG00000001794",8634,6911,4376,4232,6413,4062,6873,8078,6085,7327,6679,4674,5747,5693
"ENSMUSG00000001802",9,17,8,0,5,0,3,1,6,5,7,2,4,3
"ENSMUSG00000001804",0,4,0,0,2,0,3,0,4,1,0,1,1,0
"ENSMUSG00000001815",86,99,37,3,68,20,85,28,41,65,57,43,84,33
"ENSMUSG00000001819",2368,2251,746,600,1823,310,1598,983,954,1584,1280,805,1286,912
"ENSMUSG00000001823",96,88,20,26,87,0,66,6,37,88,40,32,70,53
"ENSMUSG00000001827",15,6,13,6,13,0,7,18,6,4,5,5,2,2
"ENSMUSG00000001829",1034,876,459,413,1083,481,830,606,860,714,891,711,689,663
"ENSMUSG00000001833",1821,1488,800,511,1840,1768,2259,1343,1784,1796,1833,1875,1671,1593
"ENSMUSG00000001844",884,800,488,464,676,381,849,778,682,756,656,503,483,540
"ENSMUSG00000001847",11059,11319,5441,3802,11105,7132,12788,8410,10387,11297,11258,8146,10048,8729
"ENSMUSG00000001855",692,630,366,235,751,550,1046,363,740,571,708,616,863,718
"ENSMUSG00000001864",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000001865",1,0,0,0,1,0,4,0,0,2,4,3,11,2
"ENSMUSG00000001870",0,0,0,0,3,6,8,0,0,0,0,2,2,1
"ENSMUSG00000001891",3855,3499,1502,989,3660,3105,4357,2560,3694,3225,4175,3816,3354,3593
"ENSMUSG00000001901",91,49,45,52,73,74,150,104,94,65,63,36,49,51
"ENSMUSG00000001909",1633,1288,908,961,1163,441,1067,1143,1301,1250,1068,828,1009,862
"ENSMUSG00000001910",3839,2783,1938,1184,2738,1896,3117,2103,2595,2763,3578,2158,2788,2567
"ENSMUSG00000001911",1304,1001,898,528,1302,816,1134,946,838,775,1120,628,896,726
"ENSMUSG00000001918",8065,5735,4620,4402,5114,3254,4743,6392,5181,6103,6108,4333,5187,5109
"ENSMUSG00000001924",8391,7764,3004,2240,8590,5225,9763,5615,8410,7300,9724,6233,8104,6955
"ENSMUSG00000001930",126,100,81,94,76,52,135,96,84,126,115,89,106,106
"ENSMUSG00000001942",473,377,175,162,639,424,499,214,387,262,425,330,341,355
"ENSMUSG00000001943",471,175,59,91,107,74,124,63,209,103,216,141,84,92
"ENSMUSG00000001946",36,18,8,4,30,0,14,37,11,14,25,17,7,8
"ENSMUSG00000001948",48,29,41,35,39,10,13,54,15,20,23,13,9,11
"ENSMUSG00000001962",824,670,507,275,640,537,528,711,545,607,700,488,576,550
"ENSMUSG00000001964",1029,930,529,273,900,560,742,528,884,830,938,691,829,814
"ENSMUSG00000001983",326,221,94,69,356,240,367,173,306,231,299,193,203,227
"ENSMUSG00000001985",3,12,6,1,0,0,0,7,2,5,1,2,3,3
"ENSMUSG00000001986",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001988",9,23,19,5,16,12,28,18,19,23,20,7,19,17
"ENSMUSG00000001995",364,299,199,92,436,138,419,284,316,313,347,268,382,291
"ENSMUSG00000001998",461,383,233,160,386,395,569,362,466,392,489,325,417,338
"ENSMUSG00000001999",529,437,208,154,499,336,427,337,473,471,493,532,387,445
"ENSMUSG00000002006",71,40,22,13,30,9,32,40,30,20,29,23,21,24
"ENSMUSG00000002007",4,2,2,3,0,0,2,3,2,4,5,0,2,0
"ENSMUSG00000002010",4109,3936,1687,1219,3325,1884,2996,2036,3124,3103,3274,2934,2632,2861
"ENSMUSG00000002012",9,12,20,3,5,0,2,17,4,0,5,0,6,4
"ENSMUSG00000002014",4767,3895,1719,1889,3485,2280,3177,3748,3866,3761,3739,4796,3397,3716
"ENSMUSG00000002015",4859,4485,1391,1090,3758,2559,3705,3724,3886,3890,4103,3428,3059,3084
"ENSMUSG00000002017",1504,1018,799,611,1244,1122,1213,975,1019,1105,1161,1010,1041,1026
"ENSMUSG00000002020",15,7,1,6,21,0,9,23,9,14,14,15,8,5
"ENSMUSG00000002028",1439,1122,807,385,1342,1332,1611,1030,1421,1623,1461,1272,1448,1049
"ENSMUSG00000002031",828,830,583,497,689,393,612,535,653,607,618,507,516,517
"ENSMUSG00000002032",156,159,40,55,97,62,105,46,132,144,146,84,126,114
"ENSMUSG00000002033",115,46,24,36,54,35,35,84,32,40,51,73,44,53
"ENSMUSG00000002043",2199,2039,1285,1084,1440,606,814,1406,1119,1515,1214,1092,960,1090
"ENSMUSG00000002052",2526,2021,1430,883,2237,1400,2413,1843,1914,2183,2224,1609,2037,1749
"ENSMUSG00000002055",851,560,368,519,687,725,874,440,537,479,658,437,419,460
"ENSMUSG00000002057",38,47,26,34,57,3,50,96,34,51,53,26,52,45
"ENSMUSG00000002058",1126,1704,817,693,1034,466,746,1050,700,1201,945,642,701,728
"ENSMUSG00000002059",16,5,3,11,11,5,11,27,6,2,11,2,6,13
"ENSMUSG00000002064",1948,1746,696,544,1323,874,895,1321,1266,1350,1213,1252,1094,1142
"ENSMUSG00000002068",281,146,123,95,200,132,245,132,213,235,306,233,216,247
"ENSMUSG00000002076",36,28,35,12,15,21,34,33,50,25,49,39,37,33
"ENSMUSG00000002083",251,377,84,145,236,110,155,147,229,120,213,86,165,149
"ENSMUSG00000002100",2,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSMUSG00000002102",4339,4019,1747,1571,3839,2608,3326,3026,3762,3702,4121,4154,3270,3592
"ENSMUSG00000002103",757,758,424,277,710,585,823,610,710,733,737,597,606,630
"ENSMUSG00000002104",3,0,0,0,0,0,1,0,3,2,2,0,0,3
"ENSMUSG00000002105",321,291,241,227,292,180,204,311,165,223,241,203,236,216
"ENSMUSG00000002107",113,19,14,18,45,20,60,58,60,34,45,58,87,54
"ENSMUSG00000002108",593,605,290,244,429,173,289,372,347,466,460,261,245,286
"ENSMUSG00000002109",308,228,120,109,173,216,232,173,145,137,189,172,189,186
"ENSMUSG00000002111",6,11,11,10,1,0,0,8,6,10,10,9,7,4
"ENSMUSG00000002129",1991,1775,748,603,2069,1444,2209,1521,1820,1746,2122,1552,1884,1741
"ENSMUSG00000002147",2269,2044,1045,808,1974,1285,1888,1725,1966,1981,2239,1642,2122,1754
"ENSMUSG00000002190",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000002204",8,10,10,4,6,0,3,7,4,4,16,1,9,11
"ENSMUSG00000002205",1097,1314,430,418,1023,552,1030,711,1035,859,940,754,778,808
"ENSMUSG00000002210",886,929,655,597,721,361,667,797,686,714,654,456,624,513
"ENSMUSG00000002221",850,647,385,245,897,618,1035,500,773,646,908,591,713,724
"ENSMUSG00000002222",2721,2545,1278,766,3266,2535,3222,1972,2459,2264,2495,1780,2106,1884
"ENSMUSG00000002227",2230,2384,1057,703,1396,820,1303,992,1614,1714,2393,1202,1655,1278
"ENSMUSG00000002228",439,363,384,283,227,111,242,399,266,278,307,184,234,131
"ENSMUSG00000002233",3736,3879,1913,1181,2335,1088,1590,2801,2159,2896,3000,1750,1817,1505
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",968,752,365,272,595,405,518,477,713,835,696,478,620,528
"ENSMUSG00000002250",6337,5247,3126,2475,5479,2412,5003,3741,5518,6022,6437,3607,4466,4100
"ENSMUSG00000002257",59,53,55,16,54,75,17,41,52,40,53,28,43,26
"ENSMUSG00000002265",54,42,13,13,92,90,84,90,54,47,55,33,45,42
"ENSMUSG00000002266",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002274",13,0,0,0,12,0,2,2,3,6,7,7,7,7
"ENSMUSG00000002279",914,758,339,332,605,538,529,642,568,495,688,418,511,515
"ENSMUSG00000002280",978,747,443,409,671,356,553,652,716,729,623,508,603,588
"ENSMUSG00000002289",25,27,6,12,19,9,8,43,9,12,23,17,18,22
"ENSMUSG00000002290",202,113,67,34,187,93,253,77,149,103,200,79,140,111
"ENSMUSG00000002297",836,620,309,321,645,832,814,442,628,574,573,736,560,565
"ENSMUSG00000002307",1131,795,597,432,722,439,748,795,775,858,937,504,647,539
"ENSMUSG00000002308",743,483,347,317,585,367,339,447,433,375,431,403,374,380
"ENSMUSG00000002319",1021,822,548,326,899,544,1136,710,1040,803,1172,852,985,1013
"ENSMUSG00000002320",2323,1852,587,390,2309,1343,2865,1104,2567,2162,2961,1914,2446,2101
"ENSMUSG00000002324",16,6,23,31,4,0,7,2,16,6,14,4,4,1
"ENSMUSG00000002325",1786,1595,627,794,1313,894,1571,1305,1540,1410,1519,866,1219,1099
"ENSMUSG00000002326",595,459,274,208,407,287,382,336,408,425,409,377,390,350
"ENSMUSG00000002329",3895,2793,2557,2341,2239,2006,1668,3689,2251,2837,2593,2019,2019,2082
"ENSMUSG00000002332",1284,1012,485,319,1073,639,888,948,763,772,877,658,663,664
"ENSMUSG00000002341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002342",1081,837,403,331,669,456,660,747,635,713,699,493,569,568
"ENSMUSG00000002343",319,277,161,105,242,144,225,257,258,258,256,250,239,259
"ENSMUSG00000002345",823,793,622,427,548,329,301,708,459,538,523,544,464,531
"ENSMUSG00000002346",542,546,211,176,299,267,379,364,262,337,493,305,417,367
"ENSMUSG00000002365",1703,1641,547,431,1314,834,1418,1076,1306,1326,1609,1350,781,941
"ENSMUSG00000002372",2094,1601,1077,1078,1411,701,1141,1648,1293,1471,1451,971,1207,1163
"ENSMUSG00000002379",3292,3166,1810,1274,2388,1280,1754,2307,2170,2436,2344,2766,1649,2004
"ENSMUSG00000002384",18,11,48,9,20,4,32,3,15,15,14,15,10,23
"ENSMUSG00000002393",2467,2374,807,602,1961,563,1550,1474,1558,1574,1887,1183,1620,1417
"ENSMUSG00000002395",1992,1921,1061,1317,1385,638,835,1159,1440,1519,1188,1293,1118,1193
"ENSMUSG00000002396",1656,1887,964,743,1087,565,798,1359,721,1214,1471,1095,1054,1129
"ENSMUSG00000002409",512,589,232,213,450,191,409,231,482,364,410,199,325,329
"ENSMUSG00000002413",476,401,263,81,635,628,829,344,461,427,575,532,523,505
"ENSMUSG00000002416",514,430,165,136,377,231,252,323,302,405,301,386,279,272
"ENSMUSG00000002428",920,730,360,316,926,1003,1135,666,836,721,753,828,746,788
"ENSMUSG00000002455",1612,1569,687,530,1706,1076,1384,1260,1297,1465,1611,1212,1432,1299
"ENSMUSG00000002458",135,114,161,87,174,37,122,125,93,87,116,63,93,92
"ENSMUSG00000002459",0,2,0,0,1,0,2,0,1,0,0,0,0,0
"ENSMUSG00000002475",456,173,120,73,149,175,438,307,77,174,170,260,289,288
"ENSMUSG00000002477",1495,1001,831,590,1028,1371,859,1321,867,1083,1013,1121,852,1044
"ENSMUSG00000002486",478,229,316,282,229,230,146,269,213,283,229,160,204,196
"ENSMUSG00000002489",382,207,203,114,457,356,683,211,257,218,423,301,412,341
"ENSMUSG00000002496",1763,1360,1006,821,1425,715,1515,1228,1347,1296,1413,1014,1235,1155
"ENSMUSG00000002500",0,2,0,4,3,0,1,2,5,3,1,0,0,0
"ENSMUSG00000002504",507,298,190,227,344,152,270,330,276,231,290,167,289,242
"ENSMUSG00000002524",3518,2926,1712,1626,2824,1528,2501,2564,2657,2681,2687,2358,2424,2442
"ENSMUSG00000002546",2773,2470,1355,841,2263,1748,2168,1913,2535,2357,2776,1612,2141,1865
"ENSMUSG00000002550",1241,781,286,302,701,252,623,501,705,802,803,684,636,648
"ENSMUSG00000002565",1650,2089,686,453,1747,855,1517,942,1706,1638,2129,903,791,836
"ENSMUSG00000002578",7,3,17,2,9,8,18,6,7,9,3,8,12,8
