NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HYAL6P	1	ENSMUSG00000029679	
AMPH	1	ENSMUSG00000021314	
FAM161B	1	ENSMUSG00000021234	
XPR1	1	ENSMUSG00000026469	
CHRNA1	1	ENSMUSG00000027107	
RASL12	1	ENSMUSG00000041696	
IDI1	2	ENSMUSG00000058258:ENSMUSG00000083287	
CHRNA3	1	ENSMUSG00000032303	
PXK	1	ENSMUSG00000033885	
CHRNA2	1	ENSMUSG00000022041	
CHRNA5	1	ENSMUSG00000035594	
CABP7	1	ENSMUSG00000009075	
CHRNA4	1	ENSMUSG00000027577	
CABP4	1	ENSMUSG00000024842	
CHRNA7	1	ENSMUSG00000030525	
PXN	1	ENSMUSG00000029528	
CABP2	1	ENSMUSG00000024857	
CHRNA9	1	ENSMUSG00000029205	
CABP1	1	ENSMUSG00000029544	
KLHDC10	1	ENSMUSG00000029775	
BPTF	1	ENSMUSG00000040481	
KLHDC2	1	ENSMUSG00000020978	
MPST	1	ENSMUSG00000071711	
KLHDC3	1	ENSMUSG00000063576	
KLHDC4	1	ENSMUSG00000040263	
IDH1	1	ENSMUSG00000025950	
IDH2	1	ENSMUSG00000030541	
KLHDC1	1	ENSMUSG00000051890	
TRPV2	1	ENSMUSG00000018507	
SREK1IP1	1	ENSMUSG00000021716	
TRPV3	1	ENSMUSG00000043029	
CWC15	1	ENSMUSG00000004096	
TRPV1	1	ENSMUSG00000005952	
PYY	1	ENSMUSG00000017311	
TRPV6	1	ENSMUSG00000029868	
FAM163B	1	ENSMUSG00000009216	
TRPV4	1	ENSMUSG00000014158	
TRPV5	1	ENSMUSG00000036899	
SAE1	1	ENSMUSG00000052833	
KLHDC9	1	ENSMUSG00000045259	
WNT2B	1	ENSMUSG00000027840	
NR2E3	1	ENSMUSG00000032292	
SNAPC5	1	ENSMUSG00000032398	
FAM166B	1	ENSMUSG00000042788	
FAM166A	1	ENSMUSG00000026969	
SNAPC1	1	ENSMUSG00000021113	
SNAPC2	1	ENSMUSG00000011837	
SNAPC3	1	ENSMUSG00000028483	
TRPS1	1	ENSMUSG00000038679	
FAM166C	1	ENSMUSG00000029182	
SNAPC4	1	ENSMUSG00000036281	
TRPT1	1	ENSMUSG00000047656	
WNT16	1	ENSMUSG00000029671	
SAFB	1	ENSMUSG00000071054	
IGDCC4	1	ENSMUSG00000032816	
PEAK1	1	ENSMUSG00000074305	
IGDCC3	1	ENSMUSG00000032394	
PFDN1	1	ENSMUSG00000024346	
RBMS1	1	ENSMUSG00000026970	
PFDN2	1	ENSMUSG00000006412	
HAGH	1	ENSMUSG00000024158	
PFDN4	1	ENSMUSG00000052033	
PFDN5	1	ENSMUSG00000001289	
PFDN6	1	ENSMUSG00000024309	
RBMS2	1	ENSMUSG00000040043	
RBMS3	1	ENSMUSG00000039607	
PAPPA2	1	ENSMUSG00000073530	
ATF6B	1	ENSMUSG00000015461	
NR2C2	1	ENSMUSG00000005893	
FAM169A	1	ENSMUSG00000041817	
NR2C1	1	ENSMUSG00000005897	
FAM168B	1	ENSMUSG00000037503	
IFNL2	1	ENSMUSG00000059128	
UGP2	1	ENSMUSG00000001891	
WNT11	1	ENSMUSG00000015957	
FAM168A	1	ENSMUSG00000029461	
MCRIP2	1	ENSMUSG00000025732	
MCRIP1	1	ENSMUSG00000061111	
PCED1A	1	ENSMUSG00000037773	
PCED1B	1	ENSMUSG00000044250	
TOGARAM2	1	ENSMUSG00000045761	
TOGARAM1	1	ENSMUSG00000035614	
IFNL3	1	ENSMUSG00000060747	
VAT1L	1	ENSMUSG00000046844	
FAM167B	1	ENSMUSG00000050493	
FAM167A	1	ENSMUSG00000035095	
ALDH16A1	1	ENSMUSG00000007833	
RAMAC	1	ENSMUSG00000038646	
EHMT2	1	ENSMUSG00000013787	
TMEM94	1	ENSMUSG00000020747	
EHMT1	1	ENSMUSG00000036893	
TMEM97	1	ENSMUSG00000037278	
CLDN2	1	ENSMUSG00000047230	
CLDN1	1	ENSMUSG00000022512	
TMEM91	1	ENSMUSG00000061702	
TMEM92	1	ENSMUSG00000075610	
PSMD8	1	ENSMUSG00000030591	
RABGEF1	1	ENSMUSG00000025340	
PSMD9	1	ENSMUSG00000029440	
PSMD6	1	ENSMUSG00000021737	
PSMD7	1	ENSMUSG00000039067	
PPP4R1	1	ENSMUSG00000061950	
PSMD4	1	ENSMUSG00000005625	
TDO2	1	ENSMUSG00000028011	
PPP4R2	1	ENSMUSG00000052144	
PSMD5	1	ENSMUSG00000026869	
TMEM88	1	ENSMUSG00000045377	
PSMD2	1	ENSMUSG00000006998	
PPP4R4	1	ENSMUSG00000021209	
TMEM89	1	ENSMUSG00000025652	
PSMD3	1	ENSMUSG00000017221	
PSMD1	1	ENSMUSG00000026229	
TMEM8B	1	ENSMUSG00000078716	
DICER1	1	ENSMUSG00000041415	
TMEM80	1	ENSMUSG00000025505	
TMEM81	1	ENSMUSG00000048174	
TMEM82	1	ENSMUSG00000043085	
RUFY1	1	ENSMUSG00000020375	
CLDN6	1	ENSMUSG00000023906	
FAM133B	1	ENSMUSG00000058503	
MOSMO	1	ENSMUSG00000046096	
CLDN4	2	ENSMUSG00000047501:ENSMUSG00000008843	
CLDN3	1	ENSMUSG00000070473	
RUFY4	1	ENSMUSG00000061815	
CLDN9	1	ENSMUSG00000066720	
RUFY3	1	ENSMUSG00000029291	
CLDN8	1	ENSMUSG00000050520	
PSME3	1	ENSMUSG00000078652	
TMEM79	1	ENSMUSG00000001420	
CLDN7	1	ENSMUSG00000018569	
RUFY2	1	ENSMUSG00000020070	
PSME4	1	ENSMUSG00000040850	
PSME1	1	ENSMUSG00000022216	
PSME2	2	ENSMUSG00000078153:ENSMUSG00000079197	
IDNK	1	ENSMUSG00000050002	
IDO2	1	ENSMUSG00000031549	
IDO1	1	ENSMUSG00000031551	
TTYH3	1	ENSMUSG00000036565	
TTYH2	1	ENSMUSG00000034714	
TTYH1	1	ENSMUSG00000030428	
MRPL18	1	ENSMUSG00000057388	
MRPL19	1	ENSMUSG00000030045	
KRTAP27-1	1	ENSMUSG00000090515	
CLCNKB	1	ENSMUSG00000006216	
IL20RA	1	ENSMUSG00000020007	
MRPL16	1	ENSMUSG00000024683	
AGAP2	1	ENSMUSG00000025422	
MRPL17	1	ENSMUSG00000030879	
IL20RB	1	ENSMUSG00000044244	
AGAP1	1	ENSMUSG00000055013	
MRPL14	1	ENSMUSG00000023939	
AGAP3	1	ENSMUSG00000023353	
MRPL15	1	ENSMUSG00000033845	
MRPL12	1	ENSMUSG00000039640	
MRPL13	1	ENSMUSG00000022370	
MRPL10	1	ENSMUSG00000001445	
MRPL11	1	ENSMUSG00000024902	
MRPL20	1	ENSMUSG00000029066	
UGT8	1	ENSMUSG00000032854	
KCNMB1	1	ENSMUSG00000020155	
KCNMB2	1	ENSMUSG00000037610	
HESX1	1	ENSMUSG00000040726	
KCNMB3	1	ENSMUSG00000091091	
KCNMB4	1	ENSMUSG00000054934	
AMZ2	1	ENSMUSG00000020610	
HAO1	1	ENSMUSG00000027261	
PSMF1	1	ENSMUSG00000032869	
PUSL1	1	ENSMUSG00000051557	
HAO2	1	ENSMUSG00000027870	
AMZ1	1	ENSMUSG00000050022	
CTC1	1	ENSMUSG00000020898	
CADM3	1	ENSMUSG00000005338	
CADM4	1	ENSMUSG00000054793	
COL24A1	1	ENSMUSG00000028197	
CADM1	1	ENSMUSG00000032076	
CADM2	1	ENSMUSG00000064115	
MRPL27	1	ENSMUSG00000024414	
MRPL28	1	ENSMUSG00000024181	
MRPL23	1	ENSMUSG00000037772	
FAM136A	1	ENSMUSG00000057497	
MRPL24	1	ENSMUSG00000019710	
MRPL21	1	ENSMUSG00000024829	
MRPL22	1	ENSMUSG00000020514	
MRPL30	1	ENSMUSG00000026087	
ABTB2	1	ENSMUSG00000032724	
ABTB1	1	ENSMUSG00000030083	
FAM135A	1	ENSMUSG00000026153	
TMEM98	1	ENSMUSG00000035413	
TDP2	1	ENSMUSG00000035958	
TDP1	1	ENSMUSG00000021177	
ABTB3	1	ENSMUSG00000020042	
PSMG3	1	ENSMUSG00000029551	
PSMG4	1	ENSMUSG00000071451	
PSMG1	1	ENSMUSG00000022913	
PSMG2	1	ENSMUSG00000024537	
HAMP	2	ENSMUSG00000050440:ENSMUSG00000056978	
EZH1	1	ENSMUSG00000006920	
TMEM9B	1	ENSMUSG00000031021	
EZH2	1	ENSMUSG00000029687	
MAJIN	1	ENSMUSG00000024786	
WFIKKN1	1	ENSMUSG00000071192	
ODF3L2	1	ENSMUSG00000035963	
WFIKKN2	1	ENSMUSG00000044177	
MRPL38	1	ENSMUSG00000020775	
MRPL39	1	ENSMUSG00000022889	
TMEM51	1	ENSMUSG00000040616	
TDRP	1	ENSMUSG00000050052	
MRPL36	1	ENSMUSG00000021607	
TMEM52	1	ENSMUSG00000023153	
ODF3L1	1	ENSMUSG00000045620	
EFCAB5	1	ENSMUSG00000050944	
CTCF	1	ENSMUSG00000005698	
MRPL37	1	ENSMUSG00000028622	
TMEM53	1	ENSMUSG00000048772	
MRPL34	1	ENSMUSG00000034880	
RCSD1	1	ENSMUSG00000040723	
EFCAB7	1	ENSMUSG00000073791	
EFCAB8	1	ENSMUSG00000044083	
MRPL35	1	ENSMUSG00000052962	
MRPL32	1	ENSMUSG00000015672	
EFCAB9	1	ENSMUSG00000044056	
TMEM47	1	ENSMUSG00000025666	
MRPL41	1	ENSMUSG00000036850	
NEPNP	1	ENSMUSG00000038624	
TRMT112	1	ENSMUSG00000038812	
MRPL42	1	ENSMUSG00000062981	
MRPL40	1	ENSMUSG00000022706	
TMEM43	1	ENSMUSG00000030095	
TMEM44	1	ENSMUSG00000022537	
FASTK	1	ENSMUSG00000028959	
EFCAB2	1	ENSMUSG00000026495	
CTBS	1	ENSMUSG00000028189	
IGHV4OR15-8	1	ENSMUSG00000076672	
LEFTY1	1	ENSMUSG00000038793	
EIPR1	1	ENSMUSG00000036613	
MRPL49	1	ENSMUSG00000007338	
TMEM40	1	ENSMUSG00000059900	
MRPL47	1	ENSMUSG00000037531	
MRPL48	1	ENSMUSG00000030706	
TMEM42	1	ENSMUSG00000066233	
MRPL45	1	ENSMUSG00000018882	
MRPL46	1	ENSMUSG00000030612	
MRPL43	1	ENSMUSG00000025208	
MRPL44	1	ENSMUSG00000026248	
MRPL52	1	ENSMUSG00000010406	
PSMA5	1	ENSMUSG00000068749	
PSMA6	1	ENSMUSG00000021024	
MZT2A	1	ENSMUSG00000022671	
TMEM37	1	ENSMUSG00000050777	
MRPL50	1	ENSMUSG00000044018	
MBLAC1	1	ENSMUSG00000049285	
PSMA3	1	ENSMUSG00000060073	
MRPL51	1	ENSMUSG00000030335	
PSMA4	1	ENSMUSG00000032301	
MBLAC2	1	ENSMUSG00000051098	
PSMA1	1	ENSMUSG00000030751	
PSMA2	1	ENSMUSG00000015671	
TMEM33	1	ENSMUSG00000037720	
KCNMA1	1	ENSMUSG00000063142	
HAP1	1	ENSMUSG00000006930	
SMTNL2	1	ENSMUSG00000045667	
SMTNL1	1	ENSMUSG00000027077	
GOT1L1	1	ENSMUSG00000039720	
CTF1	1	ENSMUSG00000042340	
DMAC1	1	ENSMUSG00000028398	
IDUA	1	ENSMUSG00000033540	
DMAC2	1	ENSMUSG00000057229	
ZNF518B	1	ENSMUSG00000046572	
COL11A2	1	ENSMUSG00000024330	
TMEM72	1	ENSMUSG00000048108	
ZNF518A	1	ENSMUSG00000049164	
MRPL58	1	ENSMUSG00000018858	
MRPL57	1	ENSMUSG00000021967	
TMEM70	1	ENSMUSG00000025940	
PSMA7	1	ENSMUSG00000027566	
MRPL54	1	ENSMUSG00000034932	
PSMA8	1	ENSMUSG00000036743	
MRPL55	1	ENSMUSG00000036860	
TMEM71	1	ENSMUSG00000036944	
PSMB6	1	ENSMUSG00000018286	
TMEM69	1	ENSMUSG00000055900	
NTF4	1	ENSMUSG00000074121	
PSMB7	1	ENSMUSG00000026750	
PSMB4	1	ENSMUSG00000005779	
PSMB5	1	ENSMUSG00000022193	
BTAF1	1	ENSMUSG00000040565	
PSMB2	1	ENSMUSG00000028837	
TMEM65	1	ENSMUSG00000062373	
PSMB3	1	ENSMUSG00000069744	
HAS1	1	ENSMUSG00000003665	
TMEM67	1	ENSMUSG00000049488	
PSMB1	1	ENSMUSG00000014769	
TMEM68	1	ENSMUSG00000028232	
CLPTM1	1	ENSMUSG00000002981	
HAS3	1	ENSMUSG00000031910	
HAS2	1	ENSMUSG00000022367	
CEPT1	1	ENSMUSG00000040774	
KRTAP2-1	1	ENSMUSG00000062278	
TRMT10A	1	ENSMUSG00000004127	
TRMT10B	1	ENSMUSG00000035601	
TRMT10C	1	ENSMUSG00000044763	
USP9X	1	ENSMUSG00000031010	
TMEM61	1	ENSMUSG00000085933	
TMEM62	1	ENSMUSG00000054484	
TMEM64	1	ENSMUSG00000043252	
PLXDC2	1	ENSMUSG00000026748	
TMCO4	1	ENSMUSG00000041143	
PLXDC1	1	ENSMUSG00000017417	
TMCO3	1	ENSMUSG00000038497	
PSMB8	1	ENSMUSG00000024338	
TMEM60	1	ENSMUSG00000045435	
TMCO1	1	ENSMUSG00000052428	
SPSB3	1	ENSMUSG00000024160	
TMEM59	1	ENSMUSG00000028618	
SPSB2	1	ENSMUSG00000038451	
TMCO6	1	ENSMUSG00000006850	
PSMC5	1	ENSMUSG00000020708	
SPSB1	1	ENSMUSG00000039911	
PSMC6	1	ENSMUSG00000021832	
PSMC3	1	ENSMUSG00000002102	
TMEM54	1	ENSMUSG00000028786	
PSMC4	1	ENSMUSG00000030603	
PSMC1	1	ENSMUSG00000021178	
PSMC2	1	ENSMUSG00000028932	
SPSB4	1	ENSMUSG00000046997	
SAT2	1	ENSMUSG00000069835	
SAT1	1	ENSMUSG00000025283	
EIF4ENIF1	1	ENSMUSG00000020454	
SESN3	1	ENSMUSG00000032009	
SESN1	1	ENSMUSG00000038332	
SCMH1	1	ENSMUSG00000000085	
SESN2	1	ENSMUSG00000028893	
NEPRO	1	ENSMUSG00000036208	
NOMO1	1	ENSMUSG00000030835	
PIPOX	1	ENSMUSG00000017453	
UBALD1	1	ENSMUSG00000039568	
UBALD2	1	ENSMUSG00000050628	
TRGV11	2	ENSMUSG00000076754:ENSMUSG00000076755	
HAT1	1	ENSMUSG00000027018	
SQSTM1	1	ENSMUSG00000015837	
TRABD2B	1	ENSMUSG00000070867	
ISG20L2	1	ENSMUSG00000048039	
SAV1	1	ENSMUSG00000021067	
TMEM25	1	ENSMUSG00000002032	
CTIF	1	ENSMUSG00000052928	
TMEM26	1	ENSMUSG00000060044	
MYPOP	1	ENSMUSG00000048481	
RBPMS	1	ENSMUSG00000031586	
TFPI2	1	ENSMUSG00000029664	
DCDC2	1	ENSMUSG00000035910	
QKI	1	ENSMUSG00000062078	
PTPRD	1	ENSMUSG00000028399	
MLXIPL	1	ENSMUSG00000005373	
PTPRE	1	ENSMUSG00000041836	
PTPRB	1	ENSMUSG00000020154	
PTPRC	1	ENSMUSG00000026395	
TMEM17	1	ENSMUSG00000049904	
PTPRA	1	ENSMUSG00000027303	
TMEM11	1	ENSMUSG00000043284	
TMEM18	1	ENSMUSG00000043061	
TMEM19	1	ENSMUSG00000069520	
GDPGP1	1	ENSMUSG00000050973	
ZNF512B	1	ENSMUSG00000000823	
FASLG	1	ENSMUSG00000000817	
NADK2	1	ENSMUSG00000022253	
DIS3L2	1	ENSMUSG00000053333	
HAX1	1	ENSMUSG00000027944	
MTRF1L	1	ENSMUSG00000019774	
AHDC1	1	ENSMUSG00000037692	
RBPJL	1	ENSMUSG00000017007	
USP27X	1	ENSMUSG00000046269	
MAK16	1	ENSMUSG00000031578	
NTN4	1	ENSMUSG00000020019	
NTN5	1	ENSMUSG00000070564	
NTN1	1	ENSMUSG00000020902	
GANAB	1	ENSMUSG00000071650	
TRIM43B	2	ENSMUSG00000090693:ENSMUSG00000067399	
PTPN1	1	ENSMUSG00000027540	
CTNS	1	ENSMUSG00000005949	
MTRES1	1	ENSMUSG00000019797	
PTPN9	1	ENSMUSG00000032290	
PTPN6	1	ENSMUSG00000004266	
PTPN7	1	ENSMUSG00000031506	
PTPN4	1	ENSMUSG00000026384	
PTPN5	1	ENSMUSG00000030854	
PTPN2	1	ENSMUSG00000024539	
PTPN3	1	ENSMUSG00000038764	
ERRFI1	1	ENSMUSG00000028967	
KDELR1	1	ENSMUSG00000002778	
THUMPD2	1	ENSMUSG00000024246	
KEAP1	1	ENSMUSG00000003308	
THUMPD3	1	ENSMUSG00000030264	
SPATA20	1	ENSMUSG00000020867	
THUMPD1	1	ENSMUSG00000030942	
AADACL3	1	ENSMUSG00000078507	
AADACL4	1	ENSMUSG00000041735	
SPATA21	1	ENSMUSG00000045004	
SPATA24	1	ENSMUSG00000024352	
KIF21A	1	ENSMUSG00000022629	
KIF21B	1	ENSMUSG00000041642	
SCN1B	1	ENSMUSG00000019194	
SCN1A	1	ENSMUSG00000064329	
ACVR1	1	ENSMUSG00000026836	
ST6GAL1	1	ENSMUSG00000022885	
ST6GAL2	1	ENSMUSG00000024172	
RSAD2	1	ENSMUSG00000020641	
SFMBT1	1	ENSMUSG00000006527	
SFMBT2	1	ENSMUSG00000061186	
RSAD1	1	ENSMUSG00000039096	
ANK2	1	ENSMUSG00000032826	
ANK3	1	ENSMUSG00000069601	
ANK1	1	ENSMUSG00000031543	
SPATA17	1	ENSMUSG00000026611	
SPATA13	1	ENSMUSG00000021990	
ALPK3	1	ENSMUSG00000038763	
KDELR2	1	ENSMUSG00000079111	
KIF20A	1	ENSMUSG00000003779	
KDELR3	1	ENSMUSG00000010830	
ALPK2	1	ENSMUSG00000032845	
KIF20B	1	ENSMUSG00000024795	
ALPK1	1	ENSMUSG00000028028	
CTR9	1	ENSMUSG00000005609	
WNK4	1	ENSMUSG00000035112	
TGOLN2	1	ENSMUSG00000056429	
ANKH	1	ENSMUSG00000022265	
HIVEP1	1	ENSMUSG00000021366	
SYMPK	1	ENSMUSG00000023118	
HIVEP3	1	ENSMUSG00000028634	
HIVEP2	1	ENSMUSG00000015501	
SCN3B	1	ENSMUSG00000049281	
SCN3A	1	ENSMUSG00000057182	
CTSA	1	ENSMUSG00000017760	
IFITM10	1	ENSMUSG00000045777	
ANLN	1	ENSMUSG00000036777	
CTRL	1	ENSMUSG00000031896	
WNK1	1	ENSMUSG00000045962	
WNK2	1	ENSMUSG00000037989	
WNK3	1	ENSMUSG00000041245	
CTRC	1	ENSMUSG00000062478	
SCN2B	1	ENSMUSG00000070304	
PTPRT	1	ENSMUSG00000053141	
PTPRU	1	ENSMUSG00000028909	
PTPRR	1	ENSMUSG00000020151	
PTPRS	1	ENSMUSG00000013236	
USPL1	1	ENSMUSG00000041264	
PTGDR2	1	ENSMUSG00000034117	
PTPRN	1	ENSMUSG00000026204	
CTSZ	1	ENSMUSG00000016256	
PTPRO	1	ENSMUSG00000030223	
TECR	1	ENSMUSG00000031708	
PTPRM	1	ENSMUSG00000033278	
CTSW	1	ENSMUSG00000024910	
PTPRJ	1	ENSMUSG00000025314	
N4BP2L1	1	ENSMUSG00000041132	
PTPRK	1	ENSMUSG00000019889	
CTSV	1	ENSMUSG00000021477	
PTPRH	1	ENSMUSG00000035429	
N4BP2L2	1	ENSMUSG00000029655	
LARP1B	1	ENSMUSG00000025762	
PTPRF	1	ENSMUSG00000033295	
EDA2R	1	ENSMUSG00000034457	
CTSS	1	ENSMUSG00000038642	
BABAM1	1	ENSMUSG00000031820	
BABAM2	1	ENSMUSG00000052139	
SCML2	1	ENSMUSG00000000037	
CTSO	1	ENSMUSG00000028015	
SCML4	1	ENSMUSG00000044770	
CTSK	1	ENSMUSG00000028111	
CTSH	1	ENSMUSG00000032359	
CTSF	1	ENSMUSG00000083282	
CTSE	1	ENSMUSG00000004552	
CTSD	1	ENSMUSG00000007891	
CTSC	1	ENSMUSG00000030560	
CTSB	1	ENSMUSG00000021939	
ANO8	1	ENSMUSG00000034863	
ANO9	1	ENSMUSG00000054662	
PLAAT3	1	ENSMUSG00000060675	
ANO6	1	ENSMUSG00000064210	
HBA2	1	ENSMUSG00000069919	
ANO7	1	ENSMUSG00000034107	
PLAAT5	1	ENSMUSG00000024973	
ANO4	1	ENSMUSG00000035189	
ANO5	1	ENSMUSG00000055489	
ANO2	1	ENSMUSG00000038115	
SUPT3H	1	ENSMUSG00000038954	
ANO3	1	ENSMUSG00000074968	
ANO1	1	ENSMUSG00000031075	
CTU2	1	ENSMUSG00000049482	
CTU1	1	ENSMUSG00000038888	
NR5A2	1	ENSMUSG00000026398	
CTTN	1	ENSMUSG00000031078	
ZNF780B	1	ENSMUSG00000063047	
ZNF780A	4	ENSMUSG00000030604:ENSMUSG00000037640:ENSMUSG00000020420:ENSMUSG00000057093	
MIR128-1	1	ENSMUSG00000065520	
RAMP2	1	ENSMUSG00000001240	
MARCHF2	1	ENSMUSG00000079557	
MARCHF1	1	ENSMUSG00000036469	
RAMP3	1	ENSMUSG00000041046	
SLC43A2	1	ENSMUSG00000038178	
SLC43A3	1	ENSMUSG00000027074	
SLC43A1	1	ENSMUSG00000027075	
CAMKK1	1	ENSMUSG00000020785	
CAMKK2	1	ENSMUSG00000029471	
STAMBPL1	1	ENSMUSG00000024776	
CAMK2N1	1	ENSMUSG00000046447	
CAMK2N2	1	ENSMUSG00000051146	
MARCHF8	1	ENSMUSG00000025702	
MARCHF7	1	ENSMUSG00000026977	
MARCHF9	1	ENSMUSG00000040502	
MARCHF4	1	ENSMUSG00000039372	
MARCHF3	1	ENSMUSG00000032656	
LNPK	1	ENSMUSG00000009207	
AASDHPPT	1	ENSMUSG00000025894	
MARCHF6	1	ENSMUSG00000039100	
MARCHF5	1	ENSMUSG00000023307	
TEFM	1	ENSMUSG00000046909	
KIF26A	1	ENSMUSG00000021294	
KIF26B	1	ENSMUSG00000026494	
RAMP1	1	ENSMUSG00000034353	
DCLRE1B	1	ENSMUSG00000027845	
SCARB2	1	ENSMUSG00000029426	
DCLRE1A	1	ENSMUSG00000025077	
SCARB1	1	ENSMUSG00000037936	
DCLRE1C	1	ENSMUSG00000026648	
GIMAP1	1	ENSMUSG00000090019	
GXYLT1	1	ENSMUSG00000036197	
GIMAP4	1	ENSMUSG00000054435	
GXYLT2	1	ENSMUSG00000030074	
GIMAP5	1	ENSMUSG00000043505	
GIMAP6	1	ENSMUSG00000047867	
GIMAP7	1	ENSMUSG00000043931	
GIMAP8	1	ENSMUSG00000064262	
FRRS1L	1	ENSMUSG00000045589	
OSTF1	1	ENSMUSG00000024725	
SBF1	1	ENSMUSG00000036529	
SBF2	1	ENSMUSG00000038371	
SLC30A7	1	ENSMUSG00000054414	
SLC30A6	1	ENSMUSG00000024069	
SLC30A9	1	ENSMUSG00000029221	
SCARA3	1	ENSMUSG00000034463	
ZGPAT	1	ENSMUSG00000027582	
SCARA5	1	ENSMUSG00000022032	
SLC30A3	1	ENSMUSG00000029151	
SLC30A2	1	ENSMUSG00000028836	
SLC30A5	1	ENSMUSG00000021629	
ATG9B	1	ENSMUSG00000038295	
SLC30A4	1	ENSMUSG00000005802	
ATG9A	1	ENSMUSG00000033124	
LMTK3	1	ENSMUSG00000062044	
LMTK2	1	ENSMUSG00000038970	
SLC30A1	1	ENSMUSG00000037434	
ATAD3A	1	ENSMUSG00000029036	
SUPT7L	1	ENSMUSG00000053134	
CAMKMT	1	ENSMUSG00000071037	
HNRNPUL1	1	ENSMUSG00000040725	
HNRNPUL2	1	ENSMUSG00000071659	
SCN8A	1	ENSMUSG00000023033	
SBDS	1	ENSMUSG00000025337	
ATP5MC2	1	ENSMUSG00000062683	
ATP5MC3	1	ENSMUSG00000018770	
COX8BP	1	ENSMUSG00000025488	
SUPT6H	1	ENSMUSG00000002052	
NKAPL	1	ENSMUSG00000059395	
ATP5MC1	1	ENSMUSG00000006057	
SPTA1	1	ENSMUSG00000026532	
WNT6	1	ENSMUSG00000033227	
CALHM2	1	ENSMUSG00000033033	
WNT1	1	ENSMUSG00000022997	
WNT2	1	ENSMUSG00000010797	
WNT3	1	ENSMUSG00000000125	
WNT4	1	ENSMUSG00000036856	
NIBAN1	1	ENSMUSG00000026483	
NIBAN3	1	ENSMUSG00000043243	
NIBAN2	1	ENSMUSG00000026796	
SPATA6L	1	ENSMUSG00000064202	
INHBB	1	ENSMUSG00000037035	
INHBA	1	ENSMUSG00000041324	
SUPT5H	1	ENSMUSG00000003435	
INHBC	1	ENSMUSG00000025405	
CALHM6	1	ENSMUSG00000046031	
COL5A1	1	ENSMUSG00000026837	
COL5A3	1	ENSMUSG00000004098	
COL5A2	1	ENSMUSG00000026042	
SEPTIN12	1	ENSMUSG00000022542	
SEPTIN11	1	ENSMUSG00000058013	
INSYN2A	1	ENSMUSG00000073805	
SEPTIN10	1	ENSMUSG00000019917	
INSYN2B	1	ENSMUSG00000069911	
BUD23	1	ENSMUSG00000005378	
SCN5A	1	ENSMUSG00000032511	
SCARF2	1	ENSMUSG00000012017	
SCARF1	1	ENSMUSG00000038188	
GALNT9	1	ENSMUSG00000033316	
BUD31	1	ENSMUSG00000038722	
PPDPF	1	ENSMUSG00000016344	
ATG4C	1	ENSMUSG00000028550	
ATG4B	1	ENSMUSG00000026280	
SCN4A	1	ENSMUSG00000001027	
ATG4A	2	ENSMUSG00000087119:ENSMUSG00000079418	
SCN4B	1	ENSMUSG00000046480	
ATG4D	1	ENSMUSG00000002820	
BCL2A1	1	ENSMUSG00000089929	
TEX101	1	ENSMUSG00000062773	
CLCN3	1	ENSMUSG00000004319	
CLCN2	1	ENSMUSG00000022843	
CLCN1	1	ENSMUSG00000029862	
ATAD2B	1	ENSMUSG00000052812	
SPATA45	1	ENSMUSG00000057072	
SPATA46	1	ENSMUSG00000042800	
SCN7A	1	ENSMUSG00000034810	
GALNT7	1	ENSMUSG00000031608	
GALNT6	1	ENSMUSG00000037280	
GALNT5	1	ENSMUSG00000026828	
GALNT4	1	ENSMUSG00000090035	
GALNT3	1	ENSMUSG00000026994	
GALNT2	1	ENSMUSG00000089704	
GALNT1	1	ENSMUSG00000000420	
PDAP1	1	ENSMUSG00000029623	
PEDS1	1	ENSMUSG00000090213	
SPATA2L	1	ENSMUSG00000033594	
SBK2	1	ENSMUSG00000030433	
CLCN7	1	ENSMUSG00000036636	
CLCN6	1	ENSMUSG00000029016	
SBK3	1	ENSMUSG00000085272	
CLCN5	1	ENSMUSG00000004317	
CLCN4	1	ENSMUSG00000000605	
TEN1	1	ENSMUSG00000020778	
SBK1	1	ENSMUSG00000042978	
SPATA32	1	ENSMUSG00000044787	
FAM131C	1	ENSMUSG00000006218	
SPATA33	1	ENSMUSG00000048478	
FAM131B	1	ENSMUSG00000029861	
FAM131A	1	ENSMUSG00000050821	
LNX1	1	ENSMUSG00000029228	
BUD13	1	ENSMUSG00000032077	
CLUAP1	1	ENSMUSG00000014232	
RAN	1	ENSMUSG00000029430	
LNX2	1	ENSMUSG00000016520	
CYFIP2	1	ENSMUSG00000020340	
RB1	1	ENSMUSG00000022105	
CYFIP1	1	ENSMUSG00000030447	
GABPB2	1	ENSMUSG00000038766	
TRRAP	1	ENSMUSG00000045482	
COL12A1	1	ENSMUSG00000032332	
GABPB1	1	ENSMUSG00000027361	
NUB1	1	ENSMUSG00000028954	
ZXDB	1	ENSMUSG00000073062	
TEPP	1	ENSMUSG00000090206	
ZXDC	1	ENSMUSG00000034430	
ROPN1L	1	ENSMUSG00000022236	
NFRKB	1	ENSMUSG00000042185	
IER5	1	ENSMUSG00000056708	
IER2	1	ENSMUSG00000053560	
IER3	1	ENSMUSG00000003541	
CUBN	1	ENSMUSG00000026726	
TEP1	1	ENSMUSG00000006281	
HPRT1	1	ENSMUSG00000025630	
