gene_id,D1,D3,Z3,Z1,Z2,MS1,D7,D9,ZH2,D4,D5,D6
ENSMUSG00000001943,471,175,59,107,74,124,209,103,216,141,84,92
ENSMUSG00000001946,36,18,8,30,0,14,11,14,25,17,7,8
ENSMUSG00000001948,48,29,41,39,10,13,15,20,23,13,9,11
ENSMUSG00000001962,824,670,507,640,537,528,545,607,700,488,576,550
ENSMUSG00000001964,1029,930,529,900,560,742,884,830,938,691,829,814
ENSMUSG00000001983,326,221,94,356,240,367,306,231,299,193,203,227
ENSMUSG00000001985,3,12,6,0,0,0,2,5,1,2,3,3
ENSMUSG00000001986,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001988,9,23,19,16,12,28,19,23,20,7,19,17
ENSMUSG00000001995,364,299,199,436,138,419,316,313,347,268,382,291
ENSMUSG00000001998,461,383,233,386,395,569,466,392,489,325,417,338
ENSMUSG00000001999,529,437,208,499,336,427,473,471,493,532,387,445
ENSMUSG00000002006,71,40,22,30,9,32,30,20,29,23,21,24
ENSMUSG00000002007,4,2,2,0,0,2,2,4,5,0,2,0
ENSMUSG00000002010,4109,3936,1687,3325,1884,2996,3124,3103,3274,2934,2632,2861
ENSMUSG00000002012,9,12,20,5,0,2,4,0,5,0,6,4
ENSMUSG00000002014,4767,3895,1719,3485,2280,3177,3866,3761,3739,4796,3397,3716
ENSMUSG00000002015,4859,4485,1391,3758,2559,3705,3886,3890,4103,3428,3059,3084
ENSMUSG00000002017,1504,1018,799,1244,1122,1213,1019,1105,1161,1010,1041,1026
ENSMUSG00000002020,15,7,1,21,0,9,9,14,14,15,8,5
ENSMUSG00000002028,1439,1122,807,1342,1332,1611,1421,1623,1461,1272,1448,1049
ENSMUSG00000002031,828,830,583,689,393,612,653,607,618,507,516,517
ENSMUSG00000002032,156,159,40,97,62,105,132,144,146,84,126,114
ENSMUSG00000002033,115,46,24,54,35,35,32,40,51,73,44,53
ENSMUSG00000002043,2199,2039,1285,1440,606,814,1119,1515,1214,1092,960,1090
ENSMUSG00000002052,2526,2021,1430,2237,1400,2413,1914,2183,2224,1609,2037,1749
ENSMUSG00000002055,851,560,368,687,725,874,537,479,658,437,419,460
ENSMUSG00000002057,38,47,26,57,3,50,34,51,53,26,52,45
ENSMUSG00000002058,1126,1704,817,1034,466,746,700,1201,945,642,701,728
ENSMUSG00000002059,16,5,3,11,5,11,6,2,11,2,6,13
ENSMUSG00000002064,1948,1746,696,1323,874,895,1266,1350,1213,1252,1094,1142
ENSMUSG00000002068,281,146,123,200,132,245,213,235,306,233,216,247
ENSMUSG00000002076,36,28,35,15,21,34,50,25,49,39,37,33
ENSMUSG00000002083,251,377,84,236,110,155,229,120,213,86,165,149
ENSMUSG00000002100,2,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000002102,4339,4019,1747,3839,2608,3326,3762,3702,4121,4154,3270,3592
ENSMUSG00000002103,757,758,424,710,585,823,710,733,737,597,606,630
ENSMUSG00000002104,3,0,0,0,0,1,3,2,2,0,0,3
ENSMUSG00000002105,321,291,241,292,180,204,165,223,241,203,236,216
ENSMUSG00000002107,113,19,14,45,20,60,60,34,45,58,87,54
ENSMUSG00000002108,593,605,290,429,173,289,347,466,460,261,245,286
ENSMUSG00000002109,308,228,120,173,216,232,145,137,189,172,189,186
ENSMUSG00000002111,6,11,11,1,0,0,6,10,10,9,7,4
ENSMUSG00000002129,1991,1775,748,2069,1444,2209,1820,1746,2122,1552,1884,1741
ENSMUSG00000002147,2269,2044,1045,1974,1285,1888,1966,1981,2239,1642,2122,1754
ENSMUSG00000002190,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000002204,8,10,10,6,0,3,4,4,16,1,9,11
ENSMUSG00000002205,1097,1314,430,1023,552,1030,1035,859,940,754,778,808
ENSMUSG00000002210,886,929,655,721,361,667,686,714,654,456,624,513
ENSMUSG00000002221,850,647,385,897,618,1035,773,646,908,591,713,724
ENSMUSG00000002222,2721,2545,1278,3266,2535,3222,2459,2264,2495,1780,2106,1884
ENSMUSG00000002227,2230,2384,1057,1396,820,1303,1614,1714,2393,1202,1655,1278
ENSMUSG00000002228,439,363,384,227,111,242,266,278,307,184,234,131
ENSMUSG00000002233,3736,3879,1913,2335,1088,1590,2159,2896,3000,1750,1817,1505
ENSMUSG00000002240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002249,968,752,365,595,405,518,713,835,696,478,620,528
ENSMUSG00000002250,6337,5247,3126,5479,2412,5003,5518,6022,6437,3607,4466,4100
ENSMUSG00000002257,59,53,55,54,75,17,52,40,53,28,43,26
ENSMUSG00000002265,54,42,13,92,90,84,54,47,55,33,45,42
ENSMUSG00000002266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002274,13,0,0,12,0,2,3,6,7,7,7,7
ENSMUSG00000002279,914,758,339,605,538,529,568,495,688,418,511,515
ENSMUSG00000002280,978,747,443,671,356,553,716,729,623,508,603,588
ENSMUSG00000002289,25,27,6,19,9,8,9,12,23,17,18,22
ENSMUSG00000002290,202,113,67,187,93,253,149,103,200,79,140,111
ENSMUSG00000002297,836,620,309,645,832,814,628,574,573,736,560,565
ENSMUSG00000002307,1131,795,597,722,439,748,775,858,937,504,647,539
ENSMUSG00000002308,743,483,347,585,367,339,433,375,431,403,374,380
ENSMUSG00000002319,1021,822,548,899,544,1136,1040,803,1172,852,985,1013
ENSMUSG00000002320,2323,1852,587,2309,1343,2865,2567,2162,2961,1914,2446,2101
ENSMUSG00000002324,16,6,23,4,0,7,16,6,14,4,4,1
ENSMUSG00000002325,1786,1595,627,1313,894,1571,1540,1410,1519,866,1219,1099
ENSMUSG00000002326,595,459,274,407,287,382,408,425,409,377,390,350
ENSMUSG00000002329,3895,2793,2557,2239,2006,1668,2251,2837,2593,2019,2019,2082
ENSMUSG00000002332,1284,1012,485,1073,639,888,763,772,877,658,663,664
ENSMUSG00000002341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002342,1081,837,403,669,456,660,635,713,699,493,569,568
ENSMUSG00000002343,319,277,161,242,144,225,258,258,256,250,239,259
ENSMUSG00000002345,823,793,622,548,329,301,459,538,523,544,464,531
ENSMUSG00000002346,542,546,211,299,267,379,262,337,493,305,417,367
ENSMUSG00000002365,1703,1641,547,1314,834,1418,1306,1326,1609,1350,781,941
ENSMUSG00000002372,2094,1601,1077,1411,701,1141,1293,1471,1451,971,1207,1163
ENSMUSG00000002379,3292,3166,1810,2388,1280,1754,2170,2436,2344,2766,1649,2004
ENSMUSG00000002384,18,11,48,20,4,32,15,15,14,15,10,23
ENSMUSG00000002393,2467,2374,807,1961,563,1550,1558,1574,1887,1183,1620,1417
ENSMUSG00000002395,1992,1921,1061,1385,638,835,1440,1519,1188,1293,1118,1193
ENSMUSG00000002396,1656,1887,964,1087,565,798,721,1214,1471,1095,1054,1129
ENSMUSG00000002409,512,589,232,450,191,409,482,364,410,199,325,329
ENSMUSG00000002413,476,401,263,635,628,829,461,427,575,532,523,505
ENSMUSG00000002416,514,430,165,377,231,252,302,405,301,386,279,272
ENSMUSG00000002428,920,730,360,926,1003,1135,836,721,753,828,746,788
ENSMUSG00000002455,1612,1569,687,1706,1076,1384,1297,1465,1611,1212,1432,1299
ENSMUSG00000002458,135,114,161,174,37,122,93,87,116,63,93,92
ENSMUSG00000002459,0,2,0,1,0,2,1,0,0,0,0,0
ENSMUSG00000002475,456,173,120,149,175,438,77,174,170,260,289,288
ENSMUSG00000002477,1495,1001,831,1028,1371,859,867,1083,1013,1121,852,1044
ENSMUSG00000002486,478,229,316,229,230,146,213,283,229,160,204,196
ENSMUSG00000002489,382,207,203,457,356,683,257,218,423,301,412,341
ENSMUSG00000002496,1763,1360,1006,1425,715,1515,1347,1296,1413,1014,1235,1155
ENSMUSG00000002500,0,2,0,3,0,1,5,3,1,0,0,0
ENSMUSG00000002504,507,298,190,344,152,270,276,231,290,167,289,242
ENSMUSG00000002524,3518,2926,1712,2824,1528,2501,2657,2681,2687,2358,2424,2442
ENSMUSG00000002546,2773,2470,1355,2263,1748,2168,2535,2357,2776,1612,2141,1865
ENSMUSG00000002550,1241,781,286,701,252,623,705,802,803,684,636,648
ENSMUSG00000002565,1650,2089,686,1747,855,1517,1706,1638,2129,903,791,836
ENSMUSG00000002578,7,3,17,9,8,18,7,9,3,8,12,8
ENSMUSG00000002580,848,570,410,567,312,273,388,645,479,430,383,433
ENSMUSG00000002588,0,2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000002602,1,3,0,2,0,9,2,8,16,9,15,11
ENSMUSG00000002603,396,288,172,323,191,237,155,165,308,101,226,213
ENSMUSG00000002608,1521,1194,841,947,694,974,890,1103,1083,652,867,765
ENSMUSG00000002617,145,109,82,89,91,99,95,101,73,80,112,104
ENSMUSG00000002625,1249,903,1020,621,427,447,554,685,636,435,479,426
ENSMUSG00000002633,81,23,36,28,4,31,39,24,43,21,19,27
ENSMUSG00000002635,337,398,119,315,212,284,378,302,364,348,283,339
ENSMUSG00000002658,2284,1898,1473,1482,1208,1063,1658,1743,1707,1309,1372,1307
ENSMUSG00000002660,1442,1093,747,875,368,642,955,985,938,841,814,952
ENSMUSG00000002661,591,663,237,381,114,225,427,411,401,277,264,285
ENSMUSG00000002664,15,26,11,13,0,2,14,9,20,17,5,5
ENSMUSG00000002668,701,464,238,500,329,466,589,570,611,407,464,407
ENSMUSG00000002679,432,406,151,415,227,327,313,381,317,356,317,300
ENSMUSG00000002688,1,11,0,23,0,28,6,7,14,10,9,5
ENSMUSG00000002699,42,23,3,16,6,19,7,17,20,12,18,23
ENSMUSG00000002718,1152,913,485,1356,1085,1848,1186,1020,1134,1466,1087,1295
ENSMUSG00000002728,1768,1516,754,1399,1010,1542,1432,1668,1671,1785,1258,1431
ENSMUSG00000002731,886,895,440,885,616,865,778,758,834,748,783,754
ENSMUSG00000002732,48,37,22,34,10,41,33,30,32,30,40,33
ENSMUSG00000002733,1216,1010,477,909,784,1134,1030,1130,935,905,902,760
ENSMUSG00000002741,3219,2483,1046,2593,1890,2560,2680,2683,2942,2157,2407,2449
ENSMUSG00000002748,3157,2036,1523,2511,2699,2412,2148,2371,2775,1983,2276,2197
ENSMUSG00000002763,2239,1936,1084,1650,921,1383,1558,1485,1639,882,1233,1135
ENSMUSG00000002767,2100,1741,659,1358,750,970,1604,1532,1699,1213,1293,1311
ENSMUSG00000002768,1756,1520,1074,1130,610,534,1231,1362,1362,1171,1050,1170
ENSMUSG00000002769,14,11,21,17,6,4,10,16,5,9,5,6
ENSMUSG00000002771,152,93,86,115,98,136,117,131,80,62,93,103
ENSMUSG00000002778,4953,4151,1862,3680,2220,3367,3431,3895,3737,2995,3041,3030
ENSMUSG00000002781,570,556,247,412,173,224,356,364,439,231,240,263
ENSMUSG00000002791,4,0,0,2,0,0,0,2,0,4,0,0
ENSMUSG00000002797,146,104,76,97,94,98,138,102,89,146,113,126
ENSMUSG00000002799,131,66,71,57,17,31,46,47,56,19,38,35
ENSMUSG00000002803,667,668,428,514,334,482,461,462,465,300,435,365
ENSMUSG00000002804,1086,1022,503,784,192,426,605,637,645,422,454,513
ENSMUSG00000002808,21,4,0,12,0,5,14,3,6,9,11,2
ENSMUSG00000002812,4765,4870,2116,4246,2441,4391,4699,4536,5162,3259,4186,3583
ENSMUSG00000002814,368,285,166,262,163,344,296,347,333,257,280,247
ENSMUSG00000002820,2531,1977,946,1608,791,1457,1868,1897,1952,1341,1394,1390
ENSMUSG00000002825,604,542,372,509,212,359,374,412,451,422,450,494
ENSMUSG00000002831,12,20,2,3,0,8,6,13,9,8,5,9
ENSMUSG00000002833,1364,959,720,806,693,707,909,934,1022,690,811,841
ENSMUSG00000002835,485,282,149,383,232,562,411,318,518,323,390,418
ENSMUSG00000002844,1021,979,252,757,344,694,877,864,880,556,696,687
ENSMUSG00000002845,901,606,248,707,601,796,703,730,642,865,714,705
ENSMUSG00000002846,735,702,523,595,519,416,573,572,687,478,485,544
ENSMUSG00000002847,5,4,0,2,12,2,2,3,4,2,0,2
ENSMUSG00000002870,1111,797,539,831,614,1403,1151,730,1383,913,1097,1142
ENSMUSG00000002871,1126,971,659,787,464,538,735,721,726,371,561,500
ENSMUSG00000002881,1533,1410,727,1962,1685,2524,1748,2000,2009,1327,1615,1535
ENSMUSG00000002885,1323,1030,848,1456,909,1455,526,980,1087,1122,1124,1328
ENSMUSG00000002897,513,512,231,454,256,447,361,496,494,299,366,324
ENSMUSG00000002900,58,21,17,64,13,39,26,12,23,10,17,29
ENSMUSG00000002908,75,70,35,39,16,46,20,33,60,23,30,49
ENSMUSG00000002910,751,800,636,482,482,542,604,555,478,347,451,467
ENSMUSG00000002930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002944,3,0,0,2,0,1,4,0,4,3,4,0
ENSMUSG00000002948,1217,1142,617,942,879,1180,984,1080,1056,865,1114,1008
ENSMUSG00000002949,2145,1780,1177,1557,1050,1393,1661,1578,1625,1196,1232,1385
ENSMUSG00000002957,2511,1854,1079,1744,1272,2231,2132,1996,2237,1680,1893,1851
ENSMUSG00000002963,913,816,401,667,328,583,699,719,747,574,581,609
ENSMUSG00000002968,2858,2246,1311,2273,1153,2270,2119,2205,2413,1311,2156,1772
ENSMUSG00000002980,246,173,60,169,73,73,88,98,95,95,125,116
ENSMUSG00000002981,6095,5720,2162,4965,2327,5697,4385,4673,5719,2766,3654,3471
ENSMUSG00000002983,1500,1264,563,872,711,861,959,841,1022,474,726,625
ENSMUSG00000002984,2984,2227,1420,1950,1213,2008,1935,2140,2332,1466,1764,1993
ENSMUSG00000002985,444,295,172,205,82,102,112,349,312,184,125,201
ENSMUSG00000002992,63,49,71,61,16,10,22,19,44,14,14,6
ENSMUSG00000002996,1902,1932,670,1676,1239,2118,1636,1375,1425,1426,1382,1343
ENSMUSG00000002997,164,183,55,226,60,86,104,72,89,48,59,77
ENSMUSG00000003031,1904,1690,804,1982,1630,1847,1779,1466,1713,1496,1578,1378
ENSMUSG00000003032,12665,14186,6274,12072,4929,11436,11974,12741,15018,7664,9441,7793
ENSMUSG00000003033,596,466,298,408,136,438,412,373,449,322,398,450
ENSMUSG00000003037,3663,2987,2010,2529,1677,2381,2809,2789,3117,2448,2315,2400
ENSMUSG00000003038,2677,85,594,1171,1350,1629,101,826,1018,915,768,1474
ENSMUSG00000003039,2893,2649,1883,2324,1782,1914,1988,2212,2300,2075,1946,2026
ENSMUSG00000003051,14874,13620,5427,10299,7609,11104,12606,12840,11634,9955,11470,9829
ENSMUSG00000003053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003062,1310,1072,441,713,598,970,976,959,986,905,796,776
ENSMUSG00000003068,4228,3167,2341,2572,1706,1920,2489,3081,2944,1739,2237,2223
ENSMUSG00000003070,20,6,4,13,26,7,15,8,5,13,14,7
ENSMUSG00000003072,18321,15420,9485,12032,5187,8148,8816,11924,12285,5397,7169,7120
ENSMUSG00000003099,4037,3507,1766,2971,1894,3029,3259,3290,3299,2702,2742,2865
ENSMUSG00000003119,700,631,338,814,936,1034,684,785,912,737,832,713
ENSMUSG00000003123,254,264,205,198,103,234,217,210,268,132,136,181
ENSMUSG00000003131,1681,1270,811,1555,1301,1915,1352,1567,1700,1431,1482,1428
ENSMUSG00000003134,451,396,203,399,212,383,315,270,288,257,259,253
ENSMUSG00000003135,839,731,490,792,462,813,631,669,742,463,586,533
ENSMUSG00000003153,13,3,0,10,0,12,11,7,14,3,12,15
ENSMUSG00000003154,754,657,214,573,472,579,545,644,634,428,504,420
ENSMUSG00000003161,9663,9059,4799,7927,5366,7548,7887,8817,9024,6516,6738,6579
ENSMUSG00000003166,3058,2204,940,2228,1595,2193,2055,2203,2419,1583,1930,1949
ENSMUSG00000003178,52,33,41,74,9,97,87,59,84,72,108,44
ENSMUSG00000003184,2587,1915,1075,1377,862,1032,1614,1654,1583,1379,1400,1510
ENSMUSG00000003190,339,279,130,190,122,173,175,221,237,138,167,183
ENSMUSG00000003198,143,130,59,152,93,183,109,140,118,60,119,81
ENSMUSG00000003199,2837,2099,1749,1765,927,1186,1705,2033,1766,1341,1396,1460
ENSMUSG00000003200,1365,1129,580,1008,454,911,928,1162,1149,889,950,909
ENSMUSG00000003206,3,1,8,2,7,10,2,2,3,2,0,2
ENSMUSG00000003208,280,260,153,239,131,162,193,184,216,151,198,151
ENSMUSG00000003226,1785,1435,930,2777,3007,3766,2445,2103,2708,3225,2764,2502
ENSMUSG00000003227,2,0,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000003228,130,122,61,124,83,151,129,121,140,127,139,100
ENSMUSG00000003233,691,445,388,749,550,748,568,599,767,521,699,519
ENSMUSG00000003234,1264,944,519,1021,652,857,1011,986,1013,1001,995,987
ENSMUSG00000003235,1785,1356,767,1431,941,1603,1452,1401,1500,1355,1372,1372
ENSMUSG00000003269,1797,1985,764,1522,846,1111,1322,1365,1497,972,1127,1038
ENSMUSG00000003271,719,754,696,543,215,512,496,522,659,199,374,340
ENSMUSG00000003273,29,14,17,9,2,26,22,8,18,6,11,17
ENSMUSG00000003279,35,12,4,5,11,16,13,12,7,5,10,7
ENSMUSG00000003282,9,7,15,18,18,34,65,15,31,6,18,15
ENSMUSG00000003283,287,134,128,135,55,100,163,178,209,114,96,96
ENSMUSG00000003299,1937,1576,618,1348,565,1201,1408,1446,1397,1001,1111,1131
ENSMUSG00000003308,2053,1656,791,1525,973,1503,1748,1678,1882,1444,1749,1635
ENSMUSG00000003309,4449,3980,1712,3793,2212,3106,3556,3471,3618,3329,2968,3310
ENSMUSG00000003316,2100,1924,1090,2952,2274,3956,2444,2100,3092,1913,2596,2123
ENSMUSG00000003341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003344,1864,1550,982,1313,630,1120,1166,1162,1299,827,982,987
ENSMUSG00000003345,5880,4926,3517,4534,2539,3382,3973,4612,4679,2708,3890,3398
ENSMUSG00000003346,3051,2676,1327,2111,1009,2221,2226,2652,2382,1622,1913,1935
ENSMUSG00000003348,115,110,27,126,85,199,165,121,156,146,188,154
ENSMUSG00000003352,1683,1499,1217,944,763,924,982,1331,1534,986,1260,1117
ENSMUSG00000003354,2,4,0,3,0,1,0,4,3,1,2,0
ENSMUSG00000003355,436,253,259,345,211,264,358,410,337,353,343,375
ENSMUSG00000003360,2328,1946,1034,1931,1120,1552,1726,1795,1968,1501,1634,1637
ENSMUSG00000003363,1087,1086,397,905,524,885,818,882,886,649,853,734
ENSMUSG00000003378,437,294,387,196,104,137,146,171,152,67,124,93
ENSMUSG00000003379,11,9,0,10,0,5,0,3,3,0,7,3
ENSMUSG00000003380,2598,1870,715,1510,492,1085,1584,1419,1425,1387,1177,1283
ENSMUSG00000003382,1583,1662,651,1581,1036,1814,1838,1594,1921,1588,1695,1429
ENSMUSG00000003402,5614,4395,2068,3973,2075,3319,3585,3793,4330,2182,2994,2961
ENSMUSG00000003410,1,0,0,1,0,1,6,0,0,4,2,0
ENSMUSG00000003411,51,179,32,68,15,29,249,120,165,30,46,46
ENSMUSG00000003418,6,0,3,0,0,4,0,0,0,0,4,0
ENSMUSG00000003420,1463,1440,580,815,710,1015,1325,1430,1214,937,1048,1026
ENSMUSG00000003421,1429,1275,690,1116,625,898,1044,966,1012,860,876,875
ENSMUSG00000003423,1488,1104,646,1039,442,650,815,869,912,544,650,677
ENSMUSG00000003429,22089,19116,13540,14755,8860,10456,12970,16389,14463,9300,11156,10869
ENSMUSG00000003435,2943,2414,1573,2402,1410,2555,2373,2594,2769,1972,2395,2084
ENSMUSG00000003436,7,11,0,12,6,4,1,2,6,3,12,2
ENSMUSG00000003437,1805,1319,1011,1235,779,1018,1064,1359,1232,856,922,948
ENSMUSG00000003438,2152,1540,860,1285,675,1328,1478,1430,1522,1190,1139,1323
ENSMUSG00000003444,408,260,299,289,187,222,272,280,309,332,250,276
ENSMUSG00000003452,171,157,106,264,383,375,197,201,195,270,182,193
ENSMUSG00000003458,3810,3916,1434,3729,3061,5402,3029,3195,3822,2687,3143,2938
ENSMUSG00000003464,1705,1613,712,1376,960,1467,1601,1457,1568,1307,1381,1453
ENSMUSG00000003469,0,0,0,0,0,1,1,0,0,1,0,0
ENSMUSG00000003476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003477,0,2,3,0,0,2,0,0,2,0,0,0
ENSMUSG00000003484,0,0,5,6,0,0,0,13,0,0,2,0
ENSMUSG00000003500,999,526,281,650,328,613,613,617,610,454,641,626
ENSMUSG00000003505,0,1,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000003518,603,451,294,505,408,610,387,554,606,563,720,660
ENSMUSG00000003526,730,499,332,426,307,532,580,523,667,463,522,557
ENSMUSG00000003527,534,464,293,416,257,383,435,361,371,294,339,311
ENSMUSG00000003528,4165,3442,1815,3414,2122,3481,3294,3538,4036,2522,3417,3352
ENSMUSG00000003531,1139,777,488,523,343,318,548,609,624,363,454,472
ENSMUSG00000003534,4142,4196,1457,3379,1914,2882,3388,3152,4155,2422,3155,2779
ENSMUSG00000003541,262,186,129,166,94,244,224,201,245,223,249,196
ENSMUSG00000003545,133,40,20,90,23,55,18,57,103,31,83,37
ENSMUSG00000003546,4225,4547,1641,3198,1888,2527,3916,3650,3915,3089,3276,3219
ENSMUSG00000003549,289,273,172,243,75,199,258,251,274,211,211,173
ENSMUSG00000003555,0,0,0,0,0,1,0,0,3,0,0,0
ENSMUSG00000003559,1251,1216,540,1268,674,866,967,960,1155,928,857,961
ENSMUSG00000003573,52,30,28,40,42,17,27,29,39,16,51,49
ENSMUSG00000003575,448,384,259,399,304,449,385,293,386,311,364,365
ENSMUSG00000003581,609,506,285,407,182,356,420,455,361,270,384,316
ENSMUSG00000003585,127,125,84,108,18,64,120,78,149,72,105,118
ENSMUSG00000003604,752,591,262,596,421,387,492,490,579,354,370,406
ENSMUSG00000003617,14,12,46,52,65,132,11,3,8,83,130,77
ENSMUSG00000003623,860,944,358,951,706,1170,1016,779,935,1057,807,872
ENSMUSG00000003644,8743,7074,4708,6745,4293,7163,6512,7224,8321,4595,6652,5622
ENSMUSG00000003657,0,0,0,1,0,2,0,0,0,0,0,0
ENSMUSG00000003660,2196,1962,1014,2769,1665,3228,2726,2026,2871,2431,2221,2311
ENSMUSG00000003662,1104,982,415,851,672,753,925,771,891,926,716,758
ENSMUSG00000003665,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000003680,291,215,203,225,147,158,185,125,190,148,161,162
ENSMUSG00000003721,952,825,314,839,795,977,740,825,833,680,734,651
ENSMUSG00000003731,1559,1429,692,1640,1328,1676,1496,1436,1737,1523,1622,1312
ENSMUSG00000003746,1582,1250,449,1740,1409,1669,1543,1221,1668,1678,1644,1547
ENSMUSG00000003752,1024,953,460,733,449,620,748,839,851,508,630,509
ENSMUSG00000003762,669,584,306,493,242,462,491,505,567,365,424,406
ENSMUSG00000003778,1616,1319,764,1536,1384,1937,1586,1283,1522,1361,1312,1235
ENSMUSG00000003779,390,337,106,629,413,699,483,261,465,503,338,350
ENSMUSG00000003808,1200,1079,376,884,596,935,979,1066,1150,971,1063,999
ENSMUSG00000003809,1158,954,449,996,645,801,995,930,848,881,701,811
ENSMUSG00000003810,3746,3102,2571,2820,1862,3042,2578,3017,3453,2185,2765,2229
ENSMUSG00000003812,396,359,334,285,247,247,229,288,344,292,253,304
ENSMUSG00000003813,1075,726,315,923,404,920,931,820,930,616,815,770
ENSMUSG00000003814,24860,19759,8122,18436,14063,21974,23149,25265,29681,22726,21901,22322
ENSMUSG00000003824,197,126,83,138,176,128,107,93,93,121,87,107
ENSMUSG00000003847,1177,1027,652,1154,1311,1781,1046,1194,1323,1012,1262,1046
ENSMUSG00000003848,858,723,462,645,548,540,560,636,689,546,664,617
ENSMUSG00000003849,1166,849,428,719,767,1210,900,910,1102,892,897,1059
ENSMUSG00000003863,1478,964,869,498,289,456,704,720,951,469,622,539
ENSMUSG00000003865,1092,828,523,826,562,890,657,710,874,571,609,667
ENSMUSG00000003868,1668,1439,676,1470,715,1159,1305,1195,1481,1097,1129,1200
ENSMUSG00000003872,31,22,8,8,24,12,24,12,24,14,20,9
ENSMUSG00000003873,1959,1302,821,1009,615,752,1038,1281,1192,729,947,889
ENSMUSG00000003882,15,9,11,3,0,8,10,8,12,7,8,8
ENSMUSG00000003923,1399,960,489,1069,980,1223,986,959,1055,863,894,884
ENSMUSG00000003929,217,140,143,253,146,328,181,172,179,164,183,192
ENSMUSG00000003934,49,21,20,23,20,10,21,33,9,20,21,19
ENSMUSG00000003948,496,178,98,194,350,209,254,218,249,199,191,210
ENSMUSG00000003949,0,0,0,6,0,0,0,0,4,1,5,4
ENSMUSG00000003955,4177,2748,1294,1728,1602,1677,2319,2194,2534,2450,2019,2331
ENSMUSG00000003970,34724,27777,17572,24188,12297,14668,21878,23939,21714,22170,18193,19832
ENSMUSG00000003974,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003992,46,14,19,35,12,57,27,28,39,27,47,32
ENSMUSG00000004018,191,194,82,170,226,307,185,143,197,209,140,164
ENSMUSG00000004031,0,0,0,0,0,3,1,0,0,0,0,0
ENSMUSG00000004032,1010,871,504,965,748,800,785,901,896,1191,853,918
ENSMUSG00000004035,443,490,236,403,211,282,212,280,270,206,226,220
ENSMUSG00000004038,1747,1465,767,1182,1035,1117,891,1063,1074,685,768,861
ENSMUSG00000004040,3569,3414,1561,3640,2526,4657,3532,4092,3933,3355,4227,3515
ENSMUSG00000004043,337,300,150,401,264,355,375,271,316,241,335,314
ENSMUSG00000004044,155,132,84,154,142,103,79,120,116,93,120,112
ENSMUSG00000004054,2705,2491,1173,2021,1040,1603,2209,2295,2403,1973,2185,1947
ENSMUSG00000004056,1706,1252,763,1241,573,1250,1263,1495,1443,1103,1100,1044
ENSMUSG00000004069,2436,1746,735,1954,1175,1831,2018,1817,2133,1732,1735,1873
ENSMUSG00000004070,669,610,257,594,469,502,575,469,655,449,526,502
ENSMUSG00000004071,822,715,338,677,505,775,670,693,678,670,709,649
ENSMUSG00000004085,607,496,283,690,434,633,500,408,507,397,442,412
ENSMUSG00000004096,1948,1744,868,1407,1227,1307,1347,1449,1363,1188,1289,1125
ENSMUSG00000004098,0,1,0,1,0,0,0,0,0,0,2,0
ENSMUSG00000004099,2112,1680,908,1903,1396,2830,2087,1471,2417,1776,1950,1841
ENSMUSG00000004100,1349,894,945,807,559,615,796,1045,875,738,772,792
ENSMUSG00000004105,1,0,2,2,23,17,7,1,2,18,24,23
ENSMUSG00000004110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004113,252,215,128,187,138,186,151,231,161,88,172,152
ENSMUSG00000004127,128,128,56,179,224,216,175,148,161,156,130,137
ENSMUSG00000004151,44,13,10,49,51,32,26,21,24,8,18,20
ENSMUSG00000004187,664,651,281,252,179,188,337,473,271,166,359,294
ENSMUSG00000004207,20108,17513,6875,14509,10137,16685,16815,15624,18397,12957,14801,14562
ENSMUSG00000004221,1045,1003,391,1057,842,1127,962,979,1069,1035,973,1010
ENSMUSG00000004231,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000004233,409,267,185,394,260,436,384,289,395,270,279,263
ENSMUSG00000004263,2753,2289,1185,1981,1196,2094,1718,1917,2467,1428,2018,1656
ENSMUSG00000004264,7165,5739,3237,4737,3033,4166,4978,5231,5646,3284,4190,4052
ENSMUSG00000004266,871,653,267,542,313,495,592,571,604,527,537,552
ENSMUSG00000004267,4,2,0,1,19,3,2,1,1,0,4,3
ENSMUSG00000004268,2328,1838,830,1511,936,1240,1629,1786,1655,1879,1320,1830
ENSMUSG00000004270,2852,2489,1164,2670,1896,3374,2468,2266,2725,2669,2494,2581
